year,sector_key,total_employment_thousands,resident_employment_thousands,gdp_current_million_sgd,nonresident_employment_thousands,data_quality_flag,level,parent_sector_key,ssic_2020_code,nonresident_share_pct,gdp_per_worker_thousand_sgd,yoy_total_change_pct,yoy_nonresident_change_pct,yoy_resident_change_pct
2021,transport_air,25.2,,,,,3,transport_storage,"H51, 5223",,,-5.26,,
2022,transport_air,30.9,,,,,3,transport_storage,"H51, 5223",,,22.62,,
2023,transport_air,34.5,,,,,3,transport_storage,"H51, 5223",,,11.65,,
2024,transport_air,36.5,,,,,3,transport_storage,"H51, 5223",,,5.8,,
2025,transport_air,36.6,,,,,3,transport_storage,"H51, 5223",,,0.27,,
2009,transport_land,79.8,,,,,3,transport_storage,"H49, 5221",,,,,
2010,transport_land,81.6,,,,,3,transport_storage,"H49, 5221",,,2.26,,
2011,transport_land,82.7,,,,,3,transport_storage,"H49, 5221",,,1.35,,
2012,transport_land,85.0,,,,,3,transport_storage,"H49, 5221",,,2.78,,
2013,transport_land,87.8,,,,,3,transport_storage,"H49, 5221",,,3.29,,
2014,transport_land,91.0,,,,,3,transport_storage,"H49, 5221",,,3.64,,
2015,transport_land,94.4,,,,,3,transport_storage,"H49, 5221",,,3.74,,
2016,transport_land,99.5,,,,,3,transport_storage,"H49, 5221",,,5.4,,
2017,transport_land,103.1,,,,,3,transport_storage,"H49, 5221",,,3.62,,
2018,transport_land,107.9,,,,,3,transport_storage,"H49, 5221",,,4.66,,
2019,transport_land,108.9,,,,,3,transport_storage,"H49, 5221",,,0.93,,
2020,transport_land,109.5,,,,,3,transport_storage,"H49, 5221",,,0.55,,
2021,transport_land,100.3,,,,,3,transport_storage,"H49, 5221",,,-8.4,,
2022,transport_land,99.8,,,,,3,transport_storage,"H49, 5221",,,-0.5,,
2023,transport_land,101.7,,,,,3,transport_storage,"H49, 5221",,,1.9,,
2024,transport_land,100.7,,,,,3,transport_storage,"H49, 5221",,,-0.98,,
2025,transport_land,104.0,,,,,3,transport_storage,"H49, 5221",,,3.28,,
2009,transport_other,54.9,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,,,
2010,transport_other,57.0,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,3.83,,
2011,transport_other,58.4,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,2.46,,
2012,transport_other,62.2,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,6.51,,
2013,transport_other,64.4,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,3.54,,
2014,transport_other,67.4,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,4.66,,
2015,transport_other,67.4,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,0.0,,
2016,transport_other,67.9,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,0.74,,
2017,transport_other,69.0,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,1.62,,
2018,transport_other,71.5,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,3.62,,
2019,transport_other,72.9,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,1.96,,
2020,transport_other,74.5,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,2.19,,
2021,transport_other,84.0,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,12.75,,
2022,transport_other,88.5,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,5.36,,
2023,transport_other,82.0,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,-7.34,,
2024,transport_other,82.4,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,0.49,,
2025,transport_other,81.7,,,,,3,transport_storage,"H521, 5224, 5229, 53",,,-0.85,,
2009,transport_storage,199.7,179.9,21455.1,19.799999999999983,,2,services,H49-53,9.91,107.44,,,
2010,transport_storage,206.4,191.3,25271.0,15.099999999999994,,2,services,H49-53,7.32,122.44,3.36,-23.74,6.34
2011,transport_storage,213.2,192.0,22159.2,21.19999999999999,,2,services,H49-53,9.94,103.94,3.29,40.4,0.37
2012,transport_storage,222.1,189.5,23702.9,32.599999999999994,,2,services,H49-53,14.68,106.72,4.17,53.77,-1.3
2013,transport_storage,230.3,192.6,24756.7,37.70000000000002,,2,services,H49-53,16.37,107.5,3.69,15.64,1.64
2014,transport_storage,238.3,188.9,27092.4,49.400000000000006,,2,services,H49-53,20.73,113.69,3.47,31.03,-1.92
2015,transport_storage,241.1,187.6,30015.0,53.5,,2,services,H49-53,22.19,124.49,1.17,8.3,-0.69
2016,transport_storage,244.8,188.4,28169.9,56.400000000000006,,2,services,H49-53,23.04,115.07,1.53,5.42,0.43
2017,transport_storage,250.8,195.9,32322.5,54.900000000000006,,2,services,H49-53,21.89,128.88,2.45,-2.66,3.98
2018,transport_storage,258.3,199.0,31226.7,59.30000000000001,,2,services,H49-53,22.96,120.89,2.99,8.01,1.58
2019,transport_storage,262.2,205.5,31669.6,56.69999999999999,,2,services,H49-53,21.62,120.78,1.51,-4.38,3.27
2020,transport_storage,253.5,214.8,30079.3,38.69999999999999,,2,services,H49-53,15.27,118.66,-3.32,-31.75,4.53
2021,transport_storage,252.7,200.6,53674.4,52.1,,2,services,H49-53,20.62,212.4,-0.32,34.63,-6.61
2022,transport_storage,264.0,207.4,83044.2,56.6,,2,services,H49-53,21.44,314.56,4.47,8.64,3.39
2023,transport_storage,263.3,214.3,54213.4,49.0,,2,services,H49-53,18.61,205.9,-0.27,-13.43,3.33
2024,transport_storage,266.3,197.9,77696.8,68.4,,2,services,H49-53,25.69,291.76,1.14,39.59,-7.65
2025,transport_storage,269.8,209.0,60117.1,60.80000000000001,,2,services,H49-53,22.54,222.82,1.31,-11.11,5.61
2009,transport_water,39.4,,,,,3,transport_storage,"H50, 5222, 5225",,,,,
2010,transport_water,40.5,,,,,3,transport_storage,"H50, 5222, 5225",,,2.79,,
2011,transport_water,43.0,,,,,3,transport_storage,"H50, 5222, 5225",,,6.17,,
2012,transport_water,43.6,,,,,3,transport_storage,"H50, 5222, 5225",,,1.4,,
2013,transport_water,45.7,,,,,3,transport_storage,"H50, 5222, 5225",,,4.82,,
2014,transport_water,47.6,,,,,3,transport_storage,"H50, 5222, 5225",,,4.16,,
2015,transport_water,46.8,,,,,3,transport_storage,"H50, 5222, 5225",,,-1.68,,
2016,transport_water,46.2,,,,,3,transport_storage,"H50, 5222, 5225",,,-1.28,,
2017,transport_water,45.4,,,,,3,transport_storage,"H50, 5222, 5225",,,-1.73,,
2018,transport_water,44.7,,,,,3,transport_storage,"H50, 5222, 5225",,,-1.54,,
2019,transport_water,44.4,,,,,3,transport_storage,"H50, 5222, 5225",,,-0.67,,
2020,transport_water,42.9,,,,,3,transport_storage,"H50, 5222, 5225",,,-3.38,,
2021,transport_water,43.2,,,,,3,transport_storage,"H50, 5222, 5225",,,0.7,,
2022,transport_water,44.8,,,,,3,transport_storage,"H50, 5222, 5225",,,3.7,,
2023,transport_water,45.1,,,,,3,transport_storage,"H50, 5222, 5225",,,0.67,,
2024,transport_water,46.7,,,,,3,transport_storage,"H50, 5222, 5225",,,3.55,,
2025,transport_water,47.5,,,,,3,transport_storage,"H50, 5222, 5225",,,1.71,,
2009,wholesale,280.4,,44979.3,,,3,wholesale_retail,G46,,160.41,,,
2010,wholesale,291.2,,53525.7,,,3,wholesale_retail,G46,,183.81,3.85,,
2011,wholesale,297.9,,61678.4,,,3,wholesale_retail,G46,,207.04,2.3,,
2012,wholesale,304.1,,61105.9,,,3,wholesale_retail,G46,,200.94,2.08,,
2013,wholesale,314.0,,61886.9,,,3,wholesale_retail,G46,,197.09,3.26,,
2014,wholesale,322.3,,57829.3,,,3,wholesale_retail,G46,,179.43,2.64,,
2015,wholesale,322.7,,58306.1,,,3,wholesale_retail,G46,,180.68,0.12,,
2016,wholesale,323.5,,66472.9,,,3,wholesale_retail,G46,,205.48,0.25,,
2017,wholesale,323.8,,74182.4,,,3,wholesale_retail,G46,,229.1,0.09,,
2018,wholesale,326.1,,81026.7,,,3,wholesale_retail,G46,,248.47,0.71,,
2019,wholesale,319.0,,83030.0,,,3,wholesale_retail,G46,,260.28,-2.18,,
2020,wholesale,304.0,,83515.7,,,3,wholesale_retail,G46,,274.72,-4.7,,
2021,wholesale,293.2,,106483.8,,,3,wholesale_retail,G46,,363.18,-3.55,,
2022,wholesale,297.7,,141481.0,,,3,wholesale_retail,G46,,475.25,1.53,,
2023,wholesale,302.8,,133234.1,,,3,wholesale_retail,G46,,440.01,1.71,,
2024,wholesale,297.2,,143401.4,,,3,wholesale_retail,G46,,482.51,-1.85,,
2025,wholesale,293.6,,146481.0,,,3,wholesale_retail,G46,,498.91,-1.21,,
2009,wholesale_retail,424.6,272.4,50395.9,152.20000000000005,,2,services,G46-47,35.85,118.69,,,
2010,wholesale_retail,438.4,281.7,59177.5,156.7,,2,services,G46-47,35.74,134.99,3.25,2.96,3.41
2011,wholesale_retail,452.1,300.5,68009.6,151.60000000000002,,2,services,G46-47,33.53,150.43,3.12,-3.25,6.67
2012,wholesale_retail,463.2,306.3,67637.8,156.89999999999998,,2,services,G46-47,33.87,146.02,2.46,3.5,1.93
2013,wholesale_retail,479.4,302.2,68495.3,177.2,,2,services,G46-47,36.96,142.88,3.5,12.94,-1.34
2014,wholesale_retail,497.5,346.3,64724.5,151.2,,2,services,G46-47,30.39,130.1,3.78,-14.67,14.59
2015,wholesale_retail,489.7,364.1,65584.5,125.59999999999997,,2,services,G46-47,25.65,133.93,-1.57,-16.93,5.14
2016,wholesale_retail,491.1,364.1,74132.0,127.0,,2,services,G46-47,25.86,150.95,0.29,1.11,0.0
2017,wholesale_retail,490.3,356.2,82027.3,134.10000000000002,,2,services,G46-47,27.35,167.3,-0.16,5.59,-2.17
2018,wholesale_retail,490.6,352.5,88985.4,138.10000000000002,,2,services,G46-47,28.15,181.38,0.06,2.98,-1.04
2019,wholesale_retail,484.4,356.0,90567.7,128.39999999999998,,2,services,G46-47,26.51,186.97,-1.26,-7.02,0.99
2020,wholesale_retail,459.8,335.1,89547.9,124.7,,2,services,G46-47,27.12,194.75,-5.08,-2.88,-5.87
2021,wholesale_retail,449.4,338.6,113548.5,110.79999999999995,,2,services,G46-47,24.66,252.67,-2.26,-11.15,1.04
2022,wholesale_retail,456.4,351.8,149377.3,104.59999999999997,,2,services,G46-47,22.92,327.29,1.56,-5.6,3.9
2023,wholesale_retail,462.9,335.8,141725.7,127.09999999999997,,2,services,G46-47,27.46,306.17,1.42,21.51,-4.55
2024,wholesale_retail,455.5,336.0,152208.2,119.5,,2,services,G46-47,26.23,334.16,-1.6,-5.98,0.06
2025,wholesale_retail,450.8,336.7,155482.7,114.10000000000002,,2,services,G46-47,25.31,344.9,-1.03,-4.52,0.21
